第三階層,年,月,レコード数,日付,ページ パス レベル 3,ページビュー数,ページ別訪問数,年月
gr_0020?page=2,2016年,05月,1,2016/05/09,/gr_0020?page=2,5,5,201605
dataset-00000048,2016年,05月,1,2016/05/13,/dataset-00000048/,5,5,201605
gr_0010,2016年,05月,1,2016/05/14,/gr_0010,5,5,201605
dataset-00000050,2016年,05月,1,2016/05/16,/dataset-00000050/,5,5,201605
gr_0080,2016年,05月,1,2016/05/17,/gr_0080,5,5,201605
gr_0070,2016年,05月,1,2016/05/30,/gr_0070,5,5,201605
activity,2016年,05月,1,2016/05/10,/activity/,6,5,201605
gr_0020,2016年,05月,1,2016/05/15,/gr_0020,6,5,201605
gr_0060,2016年,05月,1,2016/05/17,/gr_0060,6,5,201605
gr_0050,2016年,05月,1,2016/05/18,/gr_0050,6,5,201605
gr_0030,2016年,05月,1,2016/05/20,/gr_0030,6,5,201605
gr_0080,2016年,05月,1,2016/05/20,/gr_0080,6,5,201605
dataset-00000053,2016年,05月,1,2016/05/23,/dataset-00000053/,6,5,201605
dataset-00000019,2016年,05月,1,2016/05/26,/dataset-00000019,6,5,201605
gr_0060,2016年,05月,1,2016/05/26,/gr_0060,6,5,201605
dataset-00000011,2016年,05月,1,2016/05/27,/dataset-00000011,6,5,201605
gr_0050,2016年,05月,1,2016/05/30,/gr_0050,6,5,201605
gr_0060,2016年,05月,1,2016/05/30,/gr_0060,6,5,201605
dataset-00000012,2016年,05月,1,2016/05/09,/dataset-00000012,7,5,201605
dataset-00000005,2016年,05月,1,2016/05/10,/dataset-00000005,7,5,201605
dataset-00000011,2016年,05月,1,2016/05/12,/dataset-00000011,7,5,201605
dataset-00000011,2016年,05月,1,2016/05/16,/dataset-00000011,7,5,201605
dataset-00000012,2016年,05月,1,2016/05/16,/dataset-00000012,7,5,201605
dataset-00000019,2016年,05月,1,2016/05/18,/dataset-00000019,7,5,201605
gr_0080,2016年,05月,1,2016/05/25,/gr_0080,7,5,201605
dataset-00000012,2016年,05月,1,2016/05/27,/dataset-00000012,7,5,201605
dataset-00000053,2016年,05月,1,2016/05/07,/dataset-00000053/,8,5,201605
gr_0020?page=2,2016年,05月,1,2016/05/11,/gr_0020?page=2,8,5,201605
dataset-00000002,2016年,05月,1,2016/05/12,/dataset-00000002,8,5,201605
gr_0070,2016年,05月,1,2016/05/13,/gr_0070,8,5,201605
gr_0080,2016年,05月,1,2016/05/13,/gr_0080,8,5,201605
gr_0040,2016年,05月,1,2016/05/17,/gr_0040,8,5,201605
gr_0010,2016年,05月,1,2016/05/18,/gr_0010,8,5,201605
dataset-00000007,2016年,05月,1,2016/05/27,/dataset-00000007/,8,5,201605
gr_0040,2016年,05月,1,2016/05/31,/gr_0040,8,5,201605
dataset-00000054,2016年,05月,1,2016/05/09,/dataset-00000054,9,5,201605
dataset-00000011,2016年,05月,1,2016/05/11,/dataset-00000011,9,5,201605
dataset-00000007,2016年,05月,1,2016/05/13,/dataset-00000007,9,5,201605
dataset-00000007,2016年,05月,1,2016/05/17,/dataset-00000007,9,5,201605
dataset-00000054,2016年,05月,1,2016/05/17,/dataset-00000054,9,5,201605
org_0040,2016年,05月,1,2016/05/20,/org_0040,9,5,201605
gr_0080,2016年,05月,1,2016/05/27,/gr_0080,9,5,201605
gr_0010,2016年,05月,1,2016/05/01,/gr_0010,10,5,201605
gr_0080,2016年,05月,1,2016/05/23,/gr_0080,10,5,201605
gr_0060,2016年,05月,1,2016/05/24,/gr_0060,10,5,201605
dataset-00000019,2016年,05月,1,2016/05/31,/dataset-00000019,10,5,201605
dataset-00000006,2016年,05月,1,2016/05/13,/dataset-00000006,11,5,201605
dataset-00000006,2016年,05月,1,2016/05/23,/dataset-00000006/,11,5,201605
28,2016年,05月,1,2016/05/20,/28,13,5,201605
dataset-00000019,2016年,05月,1,2016/05/15,/dataset-00000019,15,5,201605
dataset-00000011,2016年,05月,1,2016/05/20,/dataset-00000011,25,5,201605
dataset-00000054,2016年,05月,1,2016/05/01,/dataset-00000054/,6,6,201605
dataset-00000054,2016年,05月,1,2016/05/02,/dataset-00000054/,6,6,201605
dataset-00000019,2016年,05月,1,2016/05/10,/dataset-00000019/,6,6,201605
dataset-00000012,2016年,05月,1,2016/05/11,/dataset-00000012/,6,6,201605
dataset-00000019,2016年,05月,1,2016/05/11,/dataset-00000019/,6,6,201605
dataset-00000006,2016年,05月,1,2016/05/12,/dataset-00000006/,6,6,201605
dataset-00000010,2016年,05月,1,2016/05/12,/dataset-00000010/,6,6,201605
dataset-00000006,2016年,05月,1,2016/05/13,/dataset-00000006/,6,6,201605
dataset-00000010,2016年,05月,1,2016/05/16,/dataset-00000010/,6,6,201605
dataset-00000012,2016年,05月,1,2016/05/16,/dataset-00000012/,6,6,201605
gr_0030,2016年,05月,1,2016/05/17,/gr_0030,6,6,201605
gr_0030,2016年,05月,1,2016/05/19,/gr_0030,6,6,201605
dataset-00000012,2016年,05月,1,2016/05/20,/dataset-00000012/,6,6,201605
dataset-00000012,2016年,05月,1,2016/05/23,/dataset-00000012/,6,6,201605
dataset-00000007,2016年,05月,1,2016/05/25,/dataset-00000007/,6,6,201605
dataset-00000011,2016年,05月,1,2016/05/25,/dataset-00000011/,6,6,201605
dataset-00000019,2016年,05月,1,2016/05/25,/dataset-00000019/,6,6,201605
dataset-00000019,2016年,05月,1,2016/05/26,/dataset-00000019/,6,6,201605
gr_0030,2016年,05月,1,2016/05/26,/gr_0030,6,6,201605
dataset-00000012,2016年,05月,1,2016/05/27,/dataset-00000012/,6,6,201605
gr_0030,2016年,05月,1,2016/05/02,/gr_0030,7,6,201605
gr_0010,2016年,05月,1,2016/05/05,/gr_0010,7,6,201605
dataset-00000010,2016年,05月,1,2016/05/11,/dataset-00000010,7,6,201605
gr_0050,2016年,05月,1,2016/05/19,/gr_0050,7,6,201605
28,2016年,05月,1,2016/05/26,/28/,7,6,201605
gr_0070,2016年,05月,1,2016/05/26,/gr_0070,7,6,201605
dataset-00000019,2016年,05月,1,2016/05/02,/dataset-00000019,8,6,201605
dataset-00000019,2016年,05月,1,2016/05/08,/dataset-00000019/,8,6,201605
dataset-00000054,2016年,05月,1,2016/05/09,/dataset-00000054/,8,6,201605
dataset-00000010,2016年,05月,1,2016/05/10,/dataset-00000010,8,6,201605
dataset-00000011,2016年,05月,1,2016/05/10,/dataset-00000011/,8,6,201605
dataset-00000012,2016年,05月,1,2016/05/10,/dataset-00000012,8,6,201605
dataset-00000002,2016年,05月,1,2016/05/11,/dataset-00000002,8,6,201605
dataset-00000012,2016年,05月,1,2016/05/12,/dataset-00000012/,8,6,201605
dataset-00000019,2016年,05月,1,2016/05/15,/dataset-00000019/,8,6,201605
dataset-00000012,2016年,05月,1,2016/05/17,/dataset-00000012/,8,6,201605
gr_0040,2016年,05月,1,2016/05/18,/gr_0040,8,6,201605
dataset-00000019,2016年,05月,1,2016/05/19,/dataset-00000019/,8,6,201605
gr_0060,2016年,05月,1,2016/05/20,/gr_0060,8,6,201605
28,2016年,05月,1,2016/05/31,/28,8,6,201605
dataset-00000012,2016年,05月,1,2016/05/17,/dataset-00000012,9,6,201605
dataset-00000012,2016年,05月,1,2016/05/02,/dataset-00000012/,10,6,201605
gr_0080,2016年,05月,1,2016/05/02,/gr_0080,10,6,201605
dataset-00000010,2016年,05月,1,2016/05/06,/dataset-00000010,10,6,201605
dataset-00000054,2016年,05月,1,2016/05/25,/dataset-00000054/,10,6,201605
dataset-00000019,2016年,05月,1,2016/05/31,/dataset-00000019/,10,6,201605
dataset-00000005,2016年,05月,1,2016/05/12,/dataset-00000005,11,6,201605
gr_0020,2016年,05月,1,2016/05/18,/gr_0020,11,6,201605
gr_0080,2016年,05月,1,2016/05/26,/gr_0080,11,6,201605
dataset-00000019,2016年,05月,1,2016/05/06,/dataset-00000019,12,6,201605
dataset-00000005,2016年,05月,1,2016/05/12,/dataset-00000005/,12,6,201605
dataset-00000007,2016年,05月,1,2016/05/16,/dataset-00000007/,12,6,201605
dataset-00000008,2016年,05月,1,2016/05/11,/dataset-00000008/,13,6,201605
dataset-00000011,2016年,05月,1,2016/05/19,/dataset-00000011,54,6,201605
dataset-00000019,2016年,05月,1,2016/05/06,/dataset-00000019/,7,7,201605
dataset-00000053,2016年,05月,1,2016/05/12,/dataset-00000053/,7,7,201605
gr_0030,2016年,05月,1,2016/05/24,/gr_0030,7,7,201605
gr_0080,2016年,05月,1,2016/05/24,/gr_0080,7,7,201605
gr_0070,2016年,05月,1,2016/05/27,/gr_0070,7,7,201605
dataset-00000011,2016年,05月,1,2016/05/06,/dataset-00000011,8,7,201605
dataset-00000012,2016年,05月,1,2016/05/10,/dataset-00000012/,8,7,201605
dataset-00000012,2016年,05月,1,2016/05/12,/dataset-00000012,8,7,201605
gr_0020?page=2,2016年,05月,1,2016/05/12,/gr_0020?page=2,8,7,201605
gr_0030,2016年,05月,1,2016/05/23,/gr_0030,8,7,201605
gr_0030,2016年,05月,1,2016/05/27,/gr_0030,8,7,201605
dataset-00000011,2016年,05月,1,2016/05/30,/dataset-00000011/,8,7,201605
gr_0060,2016年,05月,1,2016/05/02,/gr_0060,9,7,201605
dataset-00000019,2016年,05月,1,2016/05/10,/dataset-00000019,9,7,201605
dataset-00000053,2016年,05月,1,2016/05/22,/dataset-00000053/,9,7,201605
dataset-00000007,2016年,05月,1,2016/05/12,/dataset-00000007,10,7,201605
dataset-00000010,2016年,05月,1,2016/05/12,/dataset-00000010,10,7,201605
gr_0070,2016年,05月,1,2016/05/25,/gr_0070,10,7,201605
gr_0060,2016年,05月,1,2016/05/27,/gr_0060,10,7,201605
dataset-00000019,2016年,05月,1,2016/05/13,/dataset-00000019,11,7,201605
gr_0060,2016年,05月,1,2016/05/13,/gr_0060,11,7,201605
gr_0020,2016年,05月,1,2016/05/31,/gr_0020,11,7,201605
dataset-00000019,2016年,05月,1,2016/05/12,/dataset-00000019,13,7,201605
dataset-00000019,2016年,05月,1,2016/05/20,/dataset-00000019,13,7,201605
gr_0010,2016年,05月,1,2016/05/15,/gr_0010,16,7,201605
dataset-00000019,2016年,05月,1,2016/05/02,/dataset-00000019/,8,8,201605
dataset-00000007,2016年,05月,1,2016/05/10,/dataset-00000007/,8,8,201605
dataset-00000011,2016年,05月,1,2016/05/12,/dataset-00000011/,8,8,201605
dataset-00000007,2016年,05月,1,2016/05/13,/dataset-00000007/,8,8,201605
dataset-00000007,2016年,05月,1,2016/05/17,/dataset-00000007/,8,8,201605
28,2016年,05月,1,2016/05/23,/28/,8,8,201605
gr_0030,2016年,05月,1,2016/05/30,/gr_0030,8,8,201605
dataset-00000011,2016年,05月,1,2016/05/31,/dataset-00000011/,8,8,201605
gr_0020?page=2,2016年,05月,1,2016/05/10,/gr_0020?page=2,9,8,201605
dataset-00000006,2016年,05月,1,2016/05/12,/dataset-00000006,9,8,201605
gr_0030,2016年,05月,1,2016/05/13,/gr_0030,9,8,201605
gr_0040,2016年,05月,1,2016/05/13,/gr_0040,9,8,201605
28,2016年,05月,1,2016/05/20,/28/,9,8,201605
gr_0070,2016年,05月,1,2016/05/23,/gr_0070,9,8,201605
gr_0010,2016年,05月,1,2016/05/27,/gr_0010,9,8,201605
gr_0040,2016年,05月,1,2016/05/27,/gr_0040,9,8,201605
dataset-00000006,2016年,05月,1,2016/05/09,/dataset-00000006/,10,8,201605
dataset-00000007,2016年,05月,1,2016/05/11,/dataset-00000007/,10,8,201605
dataset-00000002,2016年,05月,1,2016/05/13,/dataset-00000002/,10,8,201605
dataset-00000007,2016年,05月,1,2016/05/23,/dataset-00000007/,10,8,201605
dataset-00000011,2016年,05月,1,2016/05/23,/dataset-00000011,10,8,201605
gr_0060,2016年,05月,1,2016/05/23,/gr_0060,10,8,201605
gr_0060,2016年,05月,1,2016/05/25,/gr_0060,10,8,201605
dataset-00000011,2016年,05月,1,2016/05/27,/dataset-00000011/,10,8,201605
gr_0020,2016年,05月,1,2016/05/27,/gr_0020,10,8,201605
gr_0020,2016年,05月,1,2016/05/30,/gr_0020,10,8,201605
gr_0040,2016年,05月,1,2016/05/30,/gr_0040,10,8,201605
dataset-00000010,2016年,05月,1,2016/05/06,/dataset-00000010/,12,8,201605
dataset-00000019,2016年,05月,1,2016/05/09,/dataset-00000019,12,8,201605
gr_0060,2016年,05月,1,2016/05/16,/gr_0060,12,8,201605
gr_0080,2016年,05月,1,2016/05/16,/gr_0080,12,8,201605
gr_0040,2016年,05月,1,2016/05/23,/gr_0040,13,8,201605
dataset-00000054,2016年,05月,1,2016/05/11,/dataset-00000054,14,8,201605
gr_0070,2016年,05月,1,2016/05/16,/gr_0070,9,9,201605
dataset-00000011,2016年,05月,1,2016/05/02,/dataset-00000011/,10,9,201605
gr_0040,2016年,05月,1,2016/05/19,/gr_0040,10,9,201605
gr_0050,2016年,05月,1,2016/05/23,/gr_0050,10,9,201605
gr_0050,2016年,05月,1,2016/05/02,/gr_0050,11,9,201605
dataset-00000019,2016年,05月,1,2016/05/17,/dataset-00000019,12,9,201605
gr_0050,2016年,05月,1,2016/05/25,/gr_0050,12,9,201605
gr_0050,2016年,05月,1,2016/05/27,/gr_0050,14,9,201605
dataset-00000012,2016年,05月,1,2016/05/06,/dataset-00000012,16,9,201605
gr_0010,2016年,05月,1,2016/05/23,/gr_0010,21,9,201605
dataset-00000019,2016年,05月,1,2016/05/09,/dataset-00000019/,10,10,201605
gr_0070,2016年,05月,1,2016/05/09,/gr_0070,10,10,201605
dataset-00000019,2016年,05月,1,2016/05/16,/dataset-00000019/,10,10,201605
dataset-00000054,2016年,05月,1,2016/05/06,/dataset-00000054/,11,10,201605
gr_0020,2016年,05月,1,2016/05/19,/gr_0020,11,10,201605
gr_0070,2016年,05月,1,2016/05/20,/gr_0070,11,10,201605
dataset-00000011,2016年,05月,1,2016/05/06,/dataset-00000011/,12,10,201605
dataset-00000011,2016年,05月,1,2016/05/11,/dataset-00000011/,12,10,201605
dataset-00000002,2016年,05月,1,2016/05/12,/dataset-00000002/,12,10,201605
dataset-00000019,2016年,05月,1,2016/05/17,/dataset-00000019/,12,10,201605
dataset-00000002,2016年,05月,1,2016/05/09,/dataset-00000002/,14,10,201605
gr_0050,2016年,05月,1,2016/05/17,/gr_0050,15,10,201605
dataset-00000007,2016年,05月,1,2016/05/02,/dataset-00000007/,16,10,201605
gr_0080,2016年,05月,1,2016/05/11,/gr_0080,16,10,201605
gr_0020,2016年,05月,1,2016/05/17,/gr_0020,16,10,201605
gr_0030,2016年,05月,1,2016/05/11,/gr_0030,11,11,201605
gr_0070,2016年,05月,1,2016/05/11,/gr_0070,11,11,201605
gr_0030,2016年,05月,1,2016/05/25,/gr_0030,11,11,201605
gr_0060,2016年,05月,1,2016/05/09,/gr_0060,13,11,201605
gr_0010,2016年,05月,1,2016/05/31,/gr_0010,13,11,201605
gr_0020,2016年,05月,1,2016/05/20,/gr_0020,14,11,201605
gr_0040,2016年,05月,1,2016/05/25,/gr_0040,14,11,201605
gr_0010,2016年,05月,1,2016/05/30,/gr_0010,15,11,201605
dataset-00000011,2016年,05月,1,2016/05/23,/dataset-00000011/,16,11,201605
gr_0040,2016年,05月,1,2016/05/24,/gr_0040,16,11,201605
gr_0040,2016年,05月,1,2016/05/02,/gr_0040,17,11,201605
dataset-00000012,2016年,05月,1,2016/05/25,/dataset-00000012/,20,11,201605
gr_0040,2016年,05月,1,2016/05/20,/gr_0040,21,11,201605
dataset-00000007,2016年,05月,1,2016/05/06,/dataset-00000007/,12,12,201605
gr_0070,2016年,05月,1,2016/05/10,/gr_0070,12,12,201605
dataset-00000007,2016年,05月,1,2016/05/12,/dataset-00000007/,14,12,201605
dataset-00000019,2016年,05月,1,2016/05/13,/dataset-00000019/,14,12,201605
gr_0030,2016年,05月,1,2016/05/16,/gr_0030,14,12,201605
gr_0050,2016年,05月,1,2016/05/16,/gr_0050,14,12,201605
gr_0050,2016年,05月,1,2016/05/20,/gr_0050,14,12,201605
gr_0010,2016年,05月,1,2016/05/26,/gr_0010,14,12,201605
gr_0050,2016年,05月,1,2016/05/09,/gr_0050,15,12,201605
gr_0010,2016年,05月,1,2016/05/24,/gr_0010,15,12,201605
gr_0060,2016年,05月,1,2016/05/06,/gr_0060,17,12,201605
gr_0030,2016年,05月,1,2016/05/10,/gr_0030,17,12,201605
dataset-00000002,2016年,05月,1,2016/05/11,/dataset-00000002/,17,12,201605
gr_0050,2016年,05月,1,2016/05/13,/gr_0050,16,13,201605
gr_0020,2016年,05月,1,2016/05/25,/gr_0020,18,13,201605
gr_0040,2016年,05月,1,2016/05/16,/gr_0040,19,13,201605
gr_0020,2016年,05月,1,2016/05/23,/gr_0020,19,13,201605
gr_0020,2016年,05月,1,2016/05/24,/gr_0020,21,13,201605
gr_0070,2016年,05月,1,2016/05/06,/gr_0070,15,14,201605
gr_0050,2016年,05月,1,2016/05/11,/gr_0050,16,14,201605
dataset-00000019,2016年,05月,1,2016/05/12,/dataset-00000019/,16,14,201605
dataset-00000019,2016年,05月,1,2016/05/16,/dataset-00000019,16,14,201605
gr_0010,2016年,05月,1,2016/05/25,/gr_0010,16,14,201605
dataset-00000011,2016年,05月,1,2016/05/09,/dataset-00000011/,18,14,201605
gr_0050,2016年,05月,1,2016/05/12,/gr_0050,18,14,201605
gr_0060,2016年,05月,1,2016/05/11,/gr_0060,21,14,201605
gr_0010,2016年,05月,1,2016/05/19,/gr_0010,23,14,201605
dataset-00000012,2016年,05月,1,2016/05/06,/dataset-00000012/,24,14,201605
dataset-00000054,2016年,05月,1,2016/05/11,/dataset-00000054/,24,14,201605
gr_0010,2016年,05月,1,2016/05/17,/gr_0010,32,14,201605
gr_0020,2016年,05月,1,2016/05/02,/gr_0020,16,15,201605
gr_0080,2016年,05月,1,2016/05/06,/gr_0080,17,15,201605
gr_0020,2016年,05月,1,2016/05/26,/gr_0020,21,15,201605
gr_0010,2016年,05月,1,2016/05/02,/gr_0010,25,15,201605
gr_0030,2016年,05月,1,2016/05/09,/gr_0030,16,16,201605
gr_0030,2016年,05月,1,2016/05/12,/gr_0030,17,16,201605
gr_0040,2016年,05月,1,2016/05/06,/gr_0040,22,16,201605
gr_0060,2016年,05月,1,2016/05/10,/gr_0060,23,16,201605
gr_0080,2016年,05月,1,2016/05/09,/gr_0080,25,16,201605
gr_0080,2016年,05月,1,2016/05/12,/gr_0080,29,16,201605
gr_0020,2016年,05月,1,2016/05/13,/gr_0020,30,16,201605
gr_0040,2016年,05月,1,2016/05/10,/gr_0040,21,17,201605
gr_0010,2016年,05月,1,2016/05/20,/gr_0010,32,17,201605
gr_0030,2016年,05月,1,2016/05/06,/gr_0030,18,18,201605
gr_0070,2016年,05月,1,2016/05/12,/gr_0070,24,18,201605
gr_0020,2016年,05月,1,2016/05/16,/gr_0020,25,18,201605
gr_0060,2016年,05月,1,2016/05/12,/gr_0060,27,18,201605
gr_0040,2016年,05月,1,2016/05/09,/gr_0040,30,18,201605
gr_0040,2016年,05月,1,2016/05/11,/gr_0040,25,19,201605
gr_0050,2016年,05月,1,2016/05/06,/gr_0050,28,19,201605
gr_0010,2016年,05月,1,2016/05/06,/gr_0010,29,19,201605
gr_0080,2016年,05月,1,2016/05/10,/gr_0080,32,19,201605
gr_0010,2016年,05月,1,2016/05/13,/gr_0010,43,19,201605
gr_0040,2016年,05月,1,2016/05/12,/gr_0040,29,20,201605
gr_0020,2016年,05月,1,2016/05/12,/gr_0020,33,20,201605
gr_0020,2016年,05月,1,2016/05/06,/gr_0020,23,21,201605
gr_0050,2016年,05月,1,2016/05/10,/gr_0050,26,21,201605
gr_0010,2016年,05月,1,2016/05/16,/gr_0010,35,21,201605
gr_0010,2016年,05月,1,2016/05/11,/gr_0010,37,21,201605
gr_0020,2016年,05月,1,2016/05/11,/gr_0020,31,22,201605
gr_0010,2016年,05月,1,2016/05/10,/gr_0010,42,22,201605
gr_0020,2016年,05月,1,2016/05/09,/gr_0020,34,24,201605
gr_0010,2016年,05月,1,2016/05/09,/gr_0010,36,25,201605
dataset-00000011,2016年,05月,1,2016/05/20,/dataset-00000011/,38,25,201605
gr_0010,2016年,05月,1,2016/05/12,/gr_0010,54,26,201605
gr_0020,2016年,05月,1,2016/05/10,/gr_0020,46,29,201605
dataset-00000011,2016年,05月,1,2016/05/19,/dataset-00000011/,65,33,201605
2101c5ea-0a32-4d20-974d-923e0c9e9fe9?organization=org_0160,2016年,06月,1,2016/06/01,/2101c5ea-0a32-4d20-974d-923e0c9e9fe9?organization=org_0160,1,1,201606
?sort=released,2016年,06月,1,2016/06/01,/?sort=released,1,1,201606
b18a8508-9e22-4355-9d36-d8c4d94b7df9?tags=統計,2016年,06月,1,2016/06/01,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?tags=統計,1,1,201606
dataset-00000012,2016年,06月,1,2016/06/01,/dataset-00000012,1,1,201606
dataset-00000050,2016年,06月,1,2016/06/01,/dataset-00000050,1,1,201606
dataset-00000050,2016年,06月,1,2016/06/01,/dataset-00000050/,1,1,201606
edit,2016年,06月,1,2016/06/01,/edit/,1,1,201606
org_0140,2016年,06月,1,2016/06/01,/org_0140,1,1,201606
resources,2016年,06月,1,2016/06/01,/resources/,1,1,201606
5eccbc53-86ea-482a-8594-5224aaf5f2c6,2016年,06月,1,2016/06/02,/5eccbc53-86ea-482a-8594-5224aaf5f2c6,1,1,201606
5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0010,2016年,06月,1,2016/06/02,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0010,1,1,201606
5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0140,2016年,06月,1,2016/06/02,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0140,1,1,201606
?sort=released,2016年,06月,1,2016/06/02,/?sort=released,1,1,201606
action,2016年,06月,1,2016/06/02,/action/,1,1,201606
b18a8508-9e22-4355-9d36-d8c4d94b7df9?groups=gr_0020&organization=org_0060,2016年,06月,1,2016/06/02,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?groups=gr_0020&organization=org_0060,1,1,201606
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,2016年,06月,1,2016/06/02,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,1,1,201606
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,2016年,06月,1,2016/06/02,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,1,1,201606
dataset-00000002,2016年,06月,1,2016/06/02,/dataset-00000002,1,1,201606
dataset-00000003,2016年,06月,1,2016/06/02,/dataset-00000003,1,1,201606
dataset-00000007,2016年,06月,1,2016/06/02,/dataset-00000007,1,1,201606
dataset-00000009,2016年,06月,1,2016/06/02,/dataset-00000009,1,1,201606
dataset-00000010,2016年,06月,1,2016/06/02,/dataset-00000010,1,1,201606
dataset-00000013,2016年,06月,1,2016/06/02,/dataset-00000013/,1,1,201606
dataset-00000018,2016年,06月,1,2016/06/02,/dataset-00000018,1,1,201606
dataset-00000019,2016年,06月,1,2016/06/02,/dataset-00000019,1,1,201606
dataset-00000032,2016年,06月,1,2016/06/02,/dataset-00000032,1,1,201606
dataset-00000037,2016年,06月,1,2016/06/02,/dataset-00000037,1,1,201606
dataset-00000051,2016年,06月,1,2016/06/02,/dataset-00000051,1,1,201606
dataset-00000051,2016年,06月,1,2016/06/02,/dataset-00000051/,1,1,201606
dataset-00000052,2016年,06月,1,2016/06/02,/dataset-00000052,1,1,201606
groups,2016年,06月,1,2016/06/02,/groups/,1,1,201606
kosodate,2016年,06月,1,2016/06/02,/kosodate/,1,1,201606
org_0120,2016年,06月,1,2016/06/02,/org_0120,1,1,201606
dataset-00000003,2016年,06月,1,2016/06/03,/dataset-00000003/,1,1,201606
dataset-00000009,2016年,06月,1,2016/06/03,/dataset-00000009,1,1,201606
dataset-00000053,2016年,06月,1,2016/06/03,/dataset-00000053,1,1,201606
gr_0020?page=2,2016年,06月,1,2016/06/03,/gr_0020?page=2,1,1,201606
gr_0070,2016年,06月,1,2016/06/03,/gr_0070,1,1,201606
org_0300,2016年,06月,1,2016/06/03,/org_0300,1,1,201606
